TEN 2015-10-13 03:10:46.628209

Linux-4.2.0-1-amd64-x86_64-with-debian-stretch-sid
uname_result(system='Linux', node='antu', release='4.2.0-1-amd64', version='#1 SMP Debian 4.2.1-2 (2015-09-27)', machine='x86_64', processor='')

Input parameters:
-----------------
NP radius: 15.000 nm
Foster radius: 2.290 nm
Mean free path: 100.000 nm
Tau_D: 0.333 ns
Number of acceptors: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 360, 361, 362, 363, 364, 365, 366, 367, 368, 369, 370, 371, 372, 373, 374, 375, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393, 394, 395, 396, 397, 398, 399, 400, 401, 402, 403, 404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 418, 419, 420, 421, 422, 423, 424, 425, 426, 427, 428, 429, 430, 431, 432, 433, 434, 435, 436]
Epsilon: 1.000 nm
Number of exitations: 5000
Delta_t: 0.003 ns

Output parameters:
------------------
Probability of decay: 0.009950

+--------------+------------------+---------------------+----------------------+------------+-------------------+------------------+
| Nº acceptors | Amount of decays | Amount of transfers | Quenching efficiency | Walk mean* | LD calculate [nm] | Total time [seg] |
|     207      |      882.0       |        4118.0       |        0.8236        |  17.2762   |    1.5841063005   |  12.9711303711   |
|     208      |      897.0       |        4103.0       |        0.8206        |  17.1182   |   1.58375567527   |  12.8837172985   |
|     209      |      938.0       |        4062.0       |        0.8124        |  17.3008   |   1.55801251296   |  13.0864908695   |
|     210      |      897.0       |        4103.0       |        0.8206        |  17.5472   |   1.59178739912   |  13.2769429684   |
|     211      |      919.0       |        4081.0       |        0.8162        |  17.7492   |   1.58854383905   |  13.5094132423   |
|     212      |      873.0       |        4127.0       |        0.8254        |  16.9672   |   1.56023636459   |  13.1564428806   |
|     213      |      912.0       |        4088.0       |        0.8176        |  16.7838   |   1.54576125277   |  13.0060851574   |
|     214      |      917.0       |        4083.0       |        0.8166        |   17.174   |    1.5716635448   |  13.1459741592   |
|     215      |      888.0       |        4112.0       |        0.8224        |  16.8362   |   1.53518547792   |  13.0218935013   |
|     216      |      923.0       |        4077.0       |        0.8154        |  16.3634   |   1.53620377373   |   12.622931242   |
|     217      |      894.0       |        4106.0       |        0.8212        |  16.3842   |   1.53739332642   |  12.6655011177   |
|     218      |      887.0       |        4113.0       |        0.8226        |  16.3432   |   1.53149513792   |  12.7249569893   |
|     219      |      856.0       |        4144.0       |        0.8288        |  17.0842   |   1.58122673899   |  13.2590820789   |
|     220      |      865.0       |        4135.0       |        0.827         |  16.2718   |    1.5239404799   |  12.8655307293   |
|     221      |      827.0       |        4173.0       |        0.8346        |  15.7586   |   1.50756926536   |  12.4564223289   |
|     222      |      880.0       |        4120.0       |        0.824         |  16.2826   |   1.54993684005   |   12.788383007   |
|     223      |      853.0       |        4147.0       |        0.8294        |  16.0614   |   1.50031695563   |   12.671713829   |
|     224      |      871.0       |        4129.0       |        0.8258        |  15.5392   |   1.49479888601   |  12.2501225471   |
|     225      |      849.0       |        4151.0       |        0.8302        |  16.1406   |   1.53380335326   |  12.8113348484   |
|     226      |      821.0       |        4179.0       |        0.8358        |  16.2858   |   1.54169494478   |  12.8157200813   |
|     227      |      798.0       |        4202.0       |        0.8404        |  16.0686   |   1.53848571832   |  12.7408261299   |
|     228      |      848.0       |        4152.0       |        0.8304        |  16.1284   |   1.54205867452   |  12.7211191654   |
|     229      |      812.0       |        4188.0       |        0.8376        |  15.6736   |   1.51070198197   |  12.4306948185   |
|     230      |      830.0       |        4170.0       |        0.834         |  15.3846   |   1.50266022443   |  12.2873961926   |
|     231      |      814.0       |        4186.0       |        0.8372        |   15.54    |   1.51588629007   |  12.4175076485   |
|     232      |      811.0       |        4189.0       |        0.8378        |  15.4298   |    1.5023662049   |  12.3554821014   |
|     233      |      788.0       |        4212.0       |        0.8424        |  15.5946   |   1.52023379715   |  12.7203195095   |
|     234      |      824.0       |        4176.0       |        0.8352        |   15.188   |   1.47880288098   |  12.3592247963   |
|     235      |      834.0       |        4166.0       |        0.8332        |  15.0378   |   1.48565934226   |   12.181429863   |
|     236      |      823.0       |        4177.0       |        0.8354        |   15.217   |   1.47581677322   |   12.345949173   |
|     237      |      829.0       |        4171.0       |        0.8342        |  15.0752   |   1.47833357447   |  12.3102421761   |
|     238      |      770.0       |        4230.0       |        0.846         |  15.3264   |   1.48269469631   |  12.4880430698   |
|     239      |      853.0       |        4147.0       |        0.8294        |  15.2848   |   1.49931255468   |  12.4493393898   |
|     240      |      793.0       |        4207.0       |        0.8414        |  15.0122   |   1.48451268563   |  12.3387441635   |
|     241      |      786.0       |        4214.0       |        0.8428        |  14.9684   |   1.45395653646   |  12.3072900772   |
|     242      |      756.0       |        4244.0       |        0.8488        |  14.7712   |   1.46213530035   |  12.1763963699   |
|     243      |      766.0       |        4234.0       |        0.8468        |   14.851   |   1.47119335511   |  12.2831242085   |
|     244      |      736.0       |        4264.0       |        0.8528        |   14.575   |   1.45024477782   |  12.1424040794   |
|     245      |      753.0       |        4247.0       |        0.8494        |  14.4706   |   1.44004559204   |  12.0142917633   |
|     246      |      740.0       |        4260.0       |        0.852         |  14.9518   |   1.47150576437   |  12.3703653812   |
|     247      |      810.0       |        4190.0       |        0.838         |   14.661   |   1.45825408519   |   12.174823761   |
|     248      |      746.0       |        4254.0       |        0.8508        |  14.3788   |   1.45342230855   |  11.9851388931   |
|     249      |      711.0       |        4289.0       |        0.8578        |  14.3688   |   1.45049807594   |  11.9712240696   |
|     250      |      772.0       |        4228.0       |        0.8456        |  14.4708   |   1.44186180892   |  12.1469008923   |
|     251      |      738.0       |        4262.0       |        0.8524        |  14.1264   |   1.43841259202   |  11.8963048458   |
|     252      |      796.0       |        4204.0       |        0.8408        |  14.4822   |   1.45029581374   |   12.193334341   |
|     253      |      751.0       |        4249.0       |        0.8498        |  14.1912   |    1.4480725844   |  11.9480075836   |
|     254      |      744.0       |        4256.0       |        0.8512        |  14.0332   |   1.43839328967   |  11.9163653851   |
|     255      |      691.0       |        4309.0       |        0.8618        |   14.011   |   1.42863175838   |  11.9053702354   |
|     256      |      720.0       |        4280.0       |        0.856         |   13.823   |   1.44022512996   |  11.7704663277   |
|     257      |      782.0       |        4218.0       |        0.8436        |   13.728   |   1.39969818331   |  11.7083077431   |
|     258      |      761.0       |        4239.0       |        0.8478        |  14.0234   |   1.42332737978   |   11.891023159   |
|     259      |      710.0       |        4290.0       |        0.858         |  13.7694   |   1.42054874562   |  11.7351794243   |
|     260      |      708.0       |        4292.0       |        0.8584        |  13.9942   |   1.44012143455   |  11.9198601246   |
|     261      |      753.0       |        4247.0       |        0.8494        |   13.699   |   1.42181397302   |  11.7555088997   |
|     262      |      695.0       |        4305.0       |        0.861         |  13.3398   |   1.38129448732   |  11.5324242115   |
|     263      |      690.0       |        4310.0       |        0.862         |   13.587   |   1.42048776436   |  11.7082612514   |
|     264      |      703.0       |        4297.0       |        0.8594        |  13.5486   |   1.41262116491   |   11.722889185   |
|     265      |      687.0       |        4313.0       |        0.8626        |  13.2026   |   1.37810734185   |  11.5466718674   |
|     266      |      710.0       |        4290.0       |        0.858         |  13.0654   |    1.3764842795   |  11.4320964813   |
|     267      |      711.0       |        4289.0       |        0.8578        |  13.4996   |   1.40087708628   |  11.7787680626   |
|     268      |      698.0       |        4302.0       |        0.8604        |  12.7788   |    1.3558020806   |  11.2140340805   |
|     269      |      722.0       |        4278.0       |        0.8556        |  13.3978   |   1.39342029163   |  11.6787440777   |
|     270      |      680.0       |        4320.0       |        0.864         |  12.8648   |   1.37615733152   |  11.3074622154   |
|     271      |      734.0       |        4266.0       |        0.8532        |  13.3104   |   1.40692297959   |  11.7020988464   |
|     272      |      697.0       |        4303.0       |        0.8606        |  12.6344   |   1.36821412296   |  11.1303088665   |
|     273      |      727.0       |        4273.0       |        0.8546        |  13.2496   |   1.39802365584   |  11.7284638882   |
|     274      |      708.0       |        4292.0       |        0.8584        |  12.6996   |   1.36065695496   |   11.284044981   |
|     275      |      709.0       |        4291.0       |        0.8582        |  12.7736   |   1.36775914426   |  11.4353432655   |
|     276      |      742.0       |        4258.0       |        0.8516        |  13.2476   |   1.39502889673   |  11.7442412376   |
|     277      |      699.0       |        4301.0       |        0.8602        |   12.677   |   1.35646505016   |  11.2735238075   |
|     278      |      667.0       |        4333.0       |        0.8666        |  12.8484   |   1.37604290347   |  11.5288541317   |
|     279      |      668.0       |        4332.0       |        0.8664        |  12.1502   |   1.36244500943   |  10.9890491962   |
|     280      |      706.0       |        4294.0       |        0.8588        |  12.1544   |   1.33417405001   |  11.0683803558   |
|     281      |      661.0       |        4339.0       |        0.8678        |  12.8234   |   1.35994585934   |  11.5585625172   |
|     282      |      628.0       |        4372.0       |        0.8744        |  12.6016   |   1.33890408555   |  11.3494963646   |
|     283      |      644.0       |        4356.0       |        0.8712        |  12.3204   |   1.35092345264   |  11.1514918804   |
|     284      |      673.0       |        4327.0       |        0.8654        |  12.4612   |    1.3406282815   |  11.2865149975   |
|     285      |      644.0       |        4356.0       |        0.8712        |  12.1398   |   1.34211518704   |  11.0931789875   |
|     286      |      666.0       |        4334.0       |        0.8668        |  12.4984   |   1.37920257112   |  11.3932723999   |
|     287      |      665.0       |        4335.0       |        0.867         |  12.1888   |   1.33746723879   |   11.08344841    |
|     288      |      647.0       |        4353.0       |        0.8706        |  12.1772   |   1.36238480536   |  11.1083006859   |
|     289      |      663.0       |        4337.0       |        0.8674        |  12.4282   |   1.33327363082   |  11.3801579475   |
|     290      |      624.0       |        4376.0       |        0.8752        |  11.8848   |   1.32019575298   |   10.887368679   |
|     291      |      671.0       |        4329.0       |        0.8658        |   12.477   |   1.34377227965   |  11.4412622452   |
|     292      |      725.0       |        4275.0       |        0.855         |   12.039   |   1.32068866105   |  11.1234574318   |
|     293      |      595.0       |        4405.0       |        0.881         |  11.8306   |   1.32075395914   |  10.9782466888   |
|     294      |      610.0       |        4390.0       |        0.878         |   12.054   |   1.31836119508   |  11.1412088871   |
|     295      |      633.0       |        4367.0       |        0.8734        |  11.2988   |   1.28905917502   |  10.5717720985   |
|     296      |      589.0       |        4411.0       |        0.8822        |  11.7386   |   1.31681702976   |  11.0110371113   |
|     297      |      615.0       |        4385.0       |        0.877         |  11.7184   |   1.32743207151   |  10.9337339401   |
|     298      |      624.0       |        4376.0       |        0.8752        |  11.8438   |   1.32582445559   |  11.0930268764   |
|     299      |      570.0       |        4430.0       |        0.886         |   11.568   |   1.30264495691   |  10.8459157944   |
|     300      |      636.0       |        4364.0       |        0.8728        |  11.9578   |   1.32817409469   |  11.1998665333   |
|     301      |      627.0       |        4373.0       |        0.8746        |  11.4474   |   1.31869162443   |  10.8161692619   |
|     302      |      625.0       |        4375.0       |        0.875         |  11.6406   |    1.3220695543   |  10.9674568176   |
|     303      |      604.0       |        4396.0       |        0.8792        |  11.5234   |   1.30854670869   |  11.0003204346   |
|     304      |      590.0       |        4410.0       |        0.882         |  11.3548   |   1.29401618548   |  10.7213008404   |
|     305      |      592.0       |        4408.0       |        0.8816        |  11.2458   |   1.27999423909   |  10.6915383339   |
|     306      |      595.0       |        4405.0       |        0.881         |  11.5444   |   1.29904645629   |  10.9983804226   |
|     307      |      597.0       |        4403.0       |        0.8806        |  11.3772   |   1.31222869479   |  10.9758894444   |
|     308      |      618.0       |        4382.0       |        0.8764        |  11.4872   |   1.29932809561   |  10.9800465107   |
|     309      |      624.0       |        4376.0       |        0.8752        |  10.9272   |   1.25932852927   |  10.4877479076   |
|     310      |      620.0       |        4380.0       |        0.876         |  11.3626   |    1.2994457327   |  10.8641335964   |
|     311      |      590.0       |        4410.0       |        0.882         |   11.35    |   1.28820668843   |  10.8742434978   |
|     312      |      609.0       |        4391.0       |        0.8782        |  10.8784   |   1.25862418147   |  10.5588979721   |
|     313      |      599.0       |        4401.0       |        0.8802        |   11.372   |   1.30093948523   |  10.9870836735   |
|     314      |      639.0       |        4361.0       |        0.8722        |  10.7646   |   1.26534661885   |  10.5171234608   |
|     315      |      637.0       |        4363.0       |        0.8726        |  11.2494   |   1.29938662748   |  10.8792152405   |
|     316      |      575.0       |        4425.0       |        0.885         |  10.9288   |   1.25902978571   |  10.7428765297   |
|     317      |      569.0       |        4431.0       |        0.8862        |  11.1456   |   1.28994000021   |  10.8687336445   |
|     318      |      580.0       |        4420.0       |        0.884         |  10.3934   |   1.26164665459   |  10.3241100311   |
|     319      |      594.0       |        4406.0       |        0.8812        |  10.9126   |   1.26603905153   |  10.8124449253   |
|     320      |      574.0       |        4426.0       |        0.8852        |  10.8488   |   1.26370805508   |  10.6835172176   |
|     321      |      601.0       |        4399.0       |        0.8798        |  11.1622   |    1.2713552771   |  10.9277043343   |
|     322      |      561.0       |        4439.0       |        0.8878        |  10.6692   |   1.26237003188   |  10.5428698063   |
|     323      |      555.0       |        4445.0       |        0.889         |   10.523   |    1.2607092692   |  10.4432497025   |
|     324      |      586.0       |        4414.0       |        0.8828        |  10.7332   |   1.26453699104   |  10.6076312065   |
|     325      |      574.0       |        4426.0       |        0.8852        |  10.6248   |    1.2578469084   |  10.5231595039   |
|     326      |      556.0       |        4444.0       |        0.8888        |  10.2778   |   1.23027683518   |  10.3267598152   |
|     327      |      572.0       |        4428.0       |        0.8856        |  10.2848   |   1.20837715487   |  10.3053882122   |
|     328      |      548.0       |        4452.0       |        0.8904        |  10.5142   |   1.23089795611   |  10.5339381695   |
|     329      |      599.0       |        4401.0       |        0.8802        |  10.3012   |   1.23129971414   |   10.398263216   |
|     330      |      548.0       |        4452.0       |        0.8904        |  10.7712   |   1.27359710046   |  10.8788080215   |
|     331      |      568.0       |        4432.0       |        0.8864        |  10.4756   |   1.25149773168   |  10.5970244408   |
|     332      |      527.0       |        4473.0       |        0.8946        |  10.1724   |   1.22990114686   |  10.3333144188   |
|     333      |      562.0       |        4438.0       |        0.8876        |  10.1676   |   1.21480444921   |  10.3449027538   |
|     334      |      551.0       |        4449.0       |        0.8898        |  10.0394   |    1.2251358271   |  10.2285153866   |
|     335      |      582.0       |        4418.0       |        0.8836        |   10.424   |   1.24017817644   |  10.5687725544   |
|     336      |      554.0       |        4446.0       |        0.8892        |  10.0492   |   1.21589277567   |  10.2575240135   |
|     337      |      548.0       |        4452.0       |        0.8904        |   10.109   |   1.23324770837   |  10.3464660645   |
|     338      |      560.0       |        4440.0       |        0.888         |  10.4356   |   1.24746733218   |  10.6543054581   |
|     339      |      559.0       |        4441.0       |        0.8882        |   9.853    |   1.21149278967   |  10.1981215477   |
|     340      |      505.0       |        4495.0       |        0.899         |   9.9662   |   1.21984497759   |  10.4036428928   |
|     341      |      519.0       |        4481.0       |        0.8962        |   9.9124   |   1.20460553539   |  10.2627067566   |
|     342      |      562.0       |        4438.0       |        0.8876        |   9.5996   |   1.18102933324   |  9.97068309784   |
|     343      |      538.0       |        4462.0       |        0.8924        |   9.8396   |   1.20112986869   |  10.2726340294   |
|     344      |      570.0       |        4430.0       |        0.886         |   9.8876   |   1.21271223018   |  10.3243989944   |
|     345      |      521.0       |        4479.0       |        0.8958        |   9.644    |   1.21252401158   |  10.0587809086   |
|     346      |      542.0       |        4458.0       |        0.8916        |   9.6052   |   1.20268636243   |  10.0791125298   |
|     347      |      507.0       |        4493.0       |        0.8986        |   10.049   |   1.22155835278   |   10.413891077   |
|     348      |      516.0       |        4484.0       |        0.8968        |   9.668    |   1.20153652343   |  10.1972603798   |
|     349      |      539.0       |        4461.0       |        0.8922        |   9.7994   |   1.19313724767   |  10.2666518688   |
|     350      |      511.0       |        4489.0       |        0.8978        |   9.4582   |   1.18865488181   |  10.0144374371   |
|     351      |      548.0       |        4452.0       |        0.8904        |   9.6016   |   1.20446502557   |  10.0956087112   |
|     352      |      523.0       |        4477.0       |        0.8954        |   9.7104   |   1.20621952109   |  10.2286715508   |
|     353      |      490.0       |        4510.0       |        0.902         |   9.5336   |   1.19467416856   |  10.0716092587   |
|     354      |      497.0       |        4503.0       |        0.9006        |   9.5328   |   1.19234131359   |  10.2243924141   |
|     355      |      532.0       |        4468.0       |        0.8936        |   9.3946   |   1.19204800398   |   10.003947258   |
|     356      |      530.0       |        4470.0       |        0.894         |   9.3226   |   1.16795810141   |  10.0125880241   |
|     357      |      509.0       |        4491.0       |        0.8982        |   9.2992   |   1.18633906102   |  9.93682813644   |
|     358      |      525.0       |        4475.0       |        0.895         |   9.1332   |   1.16638129133   |  9.89663028717   |
|     359      |      541.0       |        4459.0       |        0.8918        |   9.4962   |   1.20075581277   |   10.200731039   |
|     360      |      536.0       |        4464.0       |        0.8928        |   9.546    |   1.20469619117   |  10.2637765408   |
|     361      |      497.0       |        4503.0       |        0.9006        |   9.2506   |   1.17254807417   |  9.94102430344   |
|     362      |      532.0       |        4468.0       |        0.8936        |   9.281    |   1.18051197044   |  10.0573341846   |
|     363      |      527.0       |        4473.0       |        0.8946        |   9.266    |   1.17833550419   |  10.0302472115   |
|     364      |      527.0       |        4473.0       |        0.8946        |   9.3202   |   1.17831375117   |  10.1614365578   |
|     365      |      518.0       |        4482.0       |        0.8964        |   9.2224   |   1.17063518965   |  10.1239869595   |
|     366      |      473.0       |        4527.0       |        0.9054        |   9.0092   |   1.16552950131   |  9.81782412529   |
|     367      |      509.0       |        4491.0       |        0.8982        |   9.2632   |   1.17351524858   |   10.143871069   |
|     368      |      480.0       |        4520.0       |        0.904         |   9.4308   |   1.19314242206   |  10.2887208462   |
|     369      |      493.0       |        4507.0       |        0.9014        |   8.8698   |   1.14087709468   |  9.74998259544   |
|     370      |      491.0       |        4509.0       |        0.9018        |   8.9046   |   1.14751747233   |  9.80535960197   |
|     371      |      526.0       |        4474.0       |        0.8948        |   9.0136   |   1.18067413869   |  9.95612430573   |
|     372      |      454.0       |        4546.0       |        0.9092        |   8.6624   |   1.13714952226   |  9.55625295639   |
|     373      |      477.0       |        4523.0       |        0.9046        |   9.1156   |   1.16261512591   |  10.0584528446   |
|     374      |      458.0       |        4542.0       |        0.9084        |   9.1518   |   1.16886490288   |  10.1135892868   |
|     375      |      456.0       |        4544.0       |        0.9088        |   8.9038   |   1.16282833562   |  9.89658522606   |
|     376      |      503.0       |        4497.0       |        0.8994        |   9.0072   |   1.14529065202   |  10.0342702866   |
|     377      |      502.0       |        4498.0       |        0.8996        |    8.78    |   1.14181449351   |  9.86550426483   |
|     378      |      505.0       |        4495.0       |        0.899         |   9.1728   |    1.1630562605   |  10.1420874596   |
|     379      |      524.0       |        4476.0       |        0.8952        |   8.6868   |   1.13207013973   |  9.71929359436   |
|     380      |      499.0       |        4501.0       |        0.9002        |   8.5602   |   1.14619214948   |  9.60215497017   |
|     381      |      492.0       |        4508.0       |        0.9016        |   8.9062   |   1.13401947452   |  10.0114898682   |
|     382      |      464.0       |        4536.0       |        0.9072        |   8.9418   |   1.14183653761   |  10.0691657066   |
|     383      |      478.0       |        4522.0       |        0.9044        |   8.5914   |   1.14711417419   |  9.81722474098   |
|     384      |      500.0       |        4500.0       |         0.9          |   8.7354   |   1.16125100059   |  9.89008331299   |
|     385      |      492.0       |        4508.0       |        0.9016        |   8.5962   |   1.14366470319   |  9.80073428154   |
|     386      |      478.0       |        4522.0       |        0.9044        |   8.434    |   1.13425971584   |  9.67389559746   |
|     387      |      498.0       |        4502.0       |        0.9004        |   8.4728   |   1.12966669453   |  9.70712089539   |
|     388      |      492.0       |        4508.0       |        0.9016        |   8.554    |   1.14806724897   |   9.7792840004   |
|     389      |      463.0       |        4537.0       |        0.9074        |   8.212    |   1.10730093295   |  9.58062124252   |
|     390      |      466.0       |        4534.0       |        0.9068        |   8.4238   |   1.12537487872   |  9.69733715057   |
|     391      |      503.0       |        4497.0       |        0.8994        |   8.6452   |   1.13571117004   |  9.87690806389   |
|     392      |      476.0       |        4524.0       |        0.9048        |   8.2306   |   1.12722748999   |  9.59398007393   |
|     393      |      449.0       |        4551.0       |        0.9102        |   8.3892   |   1.11830385696   |  9.72351813316   |
|     394      |      463.0       |        4537.0       |        0.9074        |   8.319    |    1.131564775    |  9.69646525383   |
|     395      |      486.0       |        4514.0       |        0.9028        |   7.9798   |   1.10099657122   |  9.32698225975   |
|     396      |      465.0       |        4535.0       |        0.907         |   8.3102   |   1.11418888337   |  9.68612027168   |
|     397      |      465.0       |        4535.0       |        0.907         |    8.38    |   1.12673386819   |  9.77514743805   |
|     398      |      404.0       |        4596.0       |        0.9192        |   8.439    |   1.12190745926   |  9.86398148537   |
|     399      |      468.0       |        4532.0       |        0.9064        |   8.1554   |   1.11455212171   |  9.60864210129   |
|     400      |      460.0       |        4540.0       |        0.908         |   8.3254   |   1.13067723506   |  9.78710412979   |
|     401      |      437.0       |        4563.0       |        0.9126        |   8.0858   |   1.10437631829   |  9.63095164299   |
|     402      |      459.0       |        4541.0       |        0.9082        |   8.2266   |   1.10794122214   |  9.73762536049   |
|     403      |      453.0       |        4547.0       |        0.9094        |   7.9036   |   1.10142718687   |  9.43933582306   |
|     404      |      479.0       |        4521.0       |        0.9042        |   8.0206   |   1.08428236339   |  9.56107521057   |
|     405      |      436.0       |        4564.0       |        0.9128        |   8.3216   |   1.11697462408   |   9.8544447422   |
|     406      |      460.0       |        4540.0       |        0.908         |    7.9     |   1.09633399357   |  9.46572971344   |
|     407      |      422.0       |        4578.0       |        0.9156        |   8.0954   |   1.11835187896   |  9.64054846764   |
|     408      |      450.0       |        4550.0       |         0.91         |   7.8628   |   1.08449362742   |  9.48953962326   |
|     409      |      437.0       |        4563.0       |        0.9126        |   7.8882   |    1.0855540071   |  9.50280046463   |
|     410      |      439.0       |        4561.0       |        0.9122        |   7.9568   |   1.10469033224   |  9.59275245667   |
|     411      |      408.0       |        4592.0       |        0.9184        |   7.9158   |   1.10063207706   |  9.53532075882   |
|     412      |      476.0       |        4524.0       |        0.9048        |   7.781    |   1.09738008275   |  9.40597367287   |
|     413      |      415.0       |        4585.0       |        0.917         |   7.7098   |   1.08426203961   |   9.4494099617   |
|     414      |      436.0       |        4564.0       |        0.9128        |   8.0872   |    1.1208473374   |  9.72531342506   |
|     415      |      457.0       |        4543.0       |        0.9086        |   7.7314   |   1.09836086458   |  9.36568188667   |
|     416      |      427.0       |        4573.0       |        0.9146        |   7.6878   |   1.08132273852   |  9.37708568573   |
|     417      |      463.0       |        4537.0       |        0.9074        |   7.5948   |   1.05290964043   |  9.32816624641   |
|     418      |      419.0       |        4581.0       |        0.9162        |   7.803    |   1.09296981894   |  9.54188704491   |
|     419      |      439.0       |        4561.0       |        0.9122        |   7.956    |   1.10252591125   |  9.74871826172   |
|     420      |      449.0       |        4551.0       |        0.9102        |   8.0528   |   1.09477000466   |  9.84580039978   |
|     421      |      450.0       |        4550.0       |         0.91         |   7.5032   |   1.06812182527   |  9.32898426056   |
|     422      |      418.0       |        4582.0       |        0.9164        |   7.7172   |   1.06575708659   |  9.60217833519   |
|     423      |      404.0       |        4596.0       |        0.9192        |   7.5758   |   1.05887543465   |  9.38343405724   |
|     424      |      444.0       |        4556.0       |        0.9112        |   7.7334   |   1.07719790896   |  9.57562327385   |
|     425      |      420.0       |        4580.0       |        0.916         |   7.7858   |   1.07903900494   |  9.68899536133   |
|     426      |      410.0       |        4590.0       |        0.918         |   7.4678   |   1.07332880806   |  9.36931586266   |
|     427      |      397.0       |        4603.0       |        0.9206        |   7.3792   |   1.06560374447   |  9.28245043755   |
|     428      |      396.0       |        4604.0       |        0.9208        |   7.5436   |   1.07197646517   |  9.41014814377   |
|     429      |      414.0       |        4586.0       |        0.9172        |   7.5064   |   1.06471284249   |  9.39606785774   |
|     430      |      384.0       |        4616.0       |        0.9232        |   7.3044   |   1.04516015132   |  9.24547219276   |
|     431      |      422.0       |        4578.0       |        0.9156        |   7.2738   |   1.06243083748   |  9.15800333023   |
|     432      |      384.0       |        4616.0       |        0.9232        |   7.1522   |   1.05698567223   |  9.10929822922   |
|     433      |      391.0       |        4609.0       |        0.9218        |   7.1768   |   1.05529394522   |  9.15663123131   |
|     434      |      395.0       |        4605.0       |        0.921         |   7.1336   |   1.04417079589   |  9.08151435852   |
|     435      |      419.0       |        4581.0       |        0.9162        |   7.3804   |   1.05415218098   |  9.30684828758   |
|     436      |      424.0       |        4576.0       |        0.9152        |   7.2042   |   1.04645205919   |  9.20879149437   |
+--------------+------------------+---------------------+----------------------+------------+-------------------+------------------+

*Means walk are the number, not the distance.For the distance must be multiplied by epsilon
